Master Doküman Listesi;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Doküman Kodu;Doküman Adý;;Doküman Ýngilizce Adý;Tipi;Hazýrlama Tarihi;"Revizyon
No";"Revizyon
Tarihi";Revize Eden;Sorumlu Kýsým;Revizyon Nedeni;Revizyon;Son Gözden Geçirme Tarihi;Gelecek Gözden Geçirme Tarihi;Gözden Geçirme Periyodu ;Onay Tarihi;Kullanýldýðý Süreçler;Doküman Sorumlusu;Arþivleme Süresi
DP.GR.08;Kafe Ekip Lideri Görev Tanýmý;;;Görev Tanýmý;31.03.2021;3;05.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 maddesi eklendi.;;05.07.2024;05.07.2025;12;05.07.2024;;;0
DP.GR.09;Kafe Görevlisi Görev Tanýmý;;;Görev Tanýmý;31.03.2021;2;05.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 maddesi eklendi.;;05.07.2024;05.07.2025;12;05.07.2024;;;0
DP.GR.17;Uluslararasý Ýþbirlikleri Asistaný Görev Tanýmý;;;Görev Tanýmý;26.03.2025;0;26.03.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;28.03.2025;28.03.2026;12;28.03.2025;;Hatice Bardakçý;60
DP.GR.18;PAZAR GELÝÞTÝRME VE RAPORLAMA UZMANI GÖREV TANIMI;;;Görev Tanýmý;18.03.2025;0;18.03.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;18.03.2025;18.03.2026;12;18.03.2025;;Hatice Bardakçý;60
DP.GR.19;PAZARLAMA VE ÝLETÝÞÝM MÜDÜRÜ;;;Görev Tanýmý;27.03.2025;0;27.03.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;30.05.2025;30.05.2026;12;30.05.2025;;Hatice Bardakçý;60
DP.GR.20;Satýþ ve Operasyon Müdürü;;;Görev Tanýmý;14.04.2025;0;14.04.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;02.06.2025;02.06.2026;12;02.06.2025;;Hatice Bardakçý;60
DS.01-EG;Program Geliþtirmede Temel Kavramlar;;;Dýþ Kaynaklý Doküman;29.09.2014;0;29.09.2014;;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;01.01.2017;;;0
DS.01-HK;25 Aðustos 2017 tarih ve 30165 Sayýlý Resmi Gazetede Yayýmlanan Uyuþturucu ile Daha Etkin Mücadele Ýçin Yapýlan Deðiþiklikler;;;Doküman;13.09.2017;0;13.09.2017;Zehra Nur Gürel;Hukuk Müþavirliði;Yeni Doküman;;03.06.2024;03.12.2024;6;13.09.2017;;;60
DS.01-ID;Bina Bakým Onarým Yönergesi;;;Yönetmelik;01.01.2017;0;01.01.2017;;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.12.2024;6;01.01.2017;;;0
DS.01-TE;Dernekler Mevzuatý;;;Dýþ Kaynaklý Doküman;01.01.2013;0;01.01.2013;;Þube Operasyonlarý;Yeni Doküman;;03.06.2024;03.12.2024;6;01.01.2013;;Büþra Dündar Þahin;0
DS.02-EG;Eðitimde Program Geliþtirme Öðretim Ýlke ve Yöntemleri;;;Dýþ Kaynaklý Doküman;02.09.2014;0;02.09.2014;;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;02.09.2014;;;0
DS.03-EG;Program Geliþtirmede Temel Kavramlar;;;Dýþ Kaynaklý Doküman;01.01.2017;0;01.01.2017;;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;01.01.2017;;;0
DS.04-EG;Program Geliþtirme Öðretim Yöntem ve Teknikleri;;;Dýþ Kaynaklý Doküman;01.09.2012;0;01.09.2012;;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;01.09.2012;;;0
DS.05-EG;Program Geliþtirme Tablosu;;;Dýþ Kaynaklý Doküman;01.01.2017;0;01.01.2017;;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;01.01.2017;;;0
DS.06-EG;Program Geliþtirme Yöntemi;;;Dýþ Kaynaklý Doküman;01.01.2017;0;01.01.2017;;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;01.01.2017;;;0
DS.07-EG;Program Geliþtirme;;;Dýþ Kaynaklý Doküman;01.01.2017;0;01.01.2017;;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;01.01.2017;;;0
DS.08-EG;Örneklem Seçimi ve Hesaplamasý;;;Dýþ Kaynaklý Doküman;01.01.2017;0;01.01.2017;;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;01.01.2017;;;0
DS.09-EG;ALMS Öðrenci Kýlavuzu;;;Dýþ Kaynaklý Doküman;01.01.2014;0;01.01.2017;;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;01.01.2017;;;0
DS.10-EG;ALMS Yönetici Kýlavuzu;;;Dýþ Kaynaklý Doküman;01.01.2017;0;01.01.2017;;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;01.01.2017;;;0
EG.GR.02;EÐÝTÝM YÖNETÝMÝ MÜDÜRÜ GÖREV TANIMI;;;Görev Tanýmý;28.05.2019;3;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.04;EÐÝTÝM YÖNETÝMÝ UZMAN YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;28.05.2019;3;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.06;EÐÝTÝM YÖNETÝMÝ UZMANI GÖREV TANIMI;;;Görev Tanýmý;28.05.2019;3;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.08;EÐÝTMEN UZMANI GÖREV TANIMI;;;Görev Tanýmý;05.11.2020;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.09;EÐÝTÝM YÖNETÝMÝ KIDEMLÝ UZMANI GÖREV TANIMI;;;Görev Tanýmý;10.06.2021;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.10;EÐÝTÝM TEKNOLOÐU KIDEMLÝ UZMANI GÖREV TANIMI;;;Görev Tanýmý;10.06.2021;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.11;EÐÝTÝM TEKNOLOÐU UZMANI GÖREV TANIMI;;;Görev Tanýmý;10.06.2021;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.12;EÐÝTMEN UZMAN YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;10.06.2021;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.13;GELÝÞÝM PSÝKOLOÐU UZMANI GÖREV TANIMI;;;Görev Tanýmý;10.06.2021;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.14;GELÝÞÝM PSÝKOLOÐU UZMAN YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;10.06.2021;3;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.15;ÖLÇME DEÐERLENDÝRME UZMANI GÖREV TANIM;;;Görev Tanýmý;10.06.2021;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.16;UYGULAMA VE OPERASYON UZMANI GÖREV TANIMI;;;Görev Tanýmý;10.06.2021;0;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;04.07.2024;04.07.2025;12;04.07.2024;;Cüneyt Emanet;0
EG.GR.17;EÐÝTÝM YÖNETÝMÝ MÜDÜR YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;10.06.2021;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.18;EÐÝTÝM YÖNETÝMÝ MÜDÜR YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;10.06.2021;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.19;EÐÝTÝM YÖNETÝMÝ MÜDÜR YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;10.06.2021;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.20;UYGULAMA VE OPERASYON UZMAN YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;27.06.2022;1;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.21;UYGULAMA VE OPERASYON UZMAN YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;10.06.2021;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
EG.GR.22;Eðitim Teknoloðu Uzman Yardýmcýsý;;;Görev Tanýmý;06.09.2024;0;06.09.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;06.09.2024;06.09.2025;12;06.09.2024;;Hatice Bardakçý;60
EG.GR.23;GELÝÞÝM PSÝKOLOÐU KIDEMLÝ UZMAN GÖREV TANIMI;;;Görev Tanýmý;04.09.2024;0;04.09.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;04.09.2024;04.09.2025;12;04.09.2024;;Hatice Bardakçý;60
EG.GR.24;ÝÇERÝK GELÝÞTÝME VE DEÐERLENDÝRME  UZMAN YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;28.07.2025;0;28.07.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;29.07.2025;29.07.2026;12;29.07.2025;;Hatice Bardakçý;60
EG.PR.01;Eðitim Ýçerik Yönetimi Prosedürü;;;Prosedür;06.02.2019;5;02.02.2024;Zeynep Korkmaz;Direktörlükler;"Genel kontrol ve güncelleme yapýlmýþtýr.
7.5. Maddesi eklenmiþtir.
";;05.09.2024;05.03.2025;6;05.09.2024;;Hakan Çetin;60
EG.PR.02;Eðitim Operasyon Yönetimi Prosedürü;;;Prosedür;13.03.2019;5;02.02.2024;Zeynep Korkmaz;Direktörlükler;"Genel kontrol ve güncelleme yapýlmýþtýr.
7.6. Maddesi eklenmiþtir.
";;05.09.2024;05.03.2025;6;05.09.2024;;Hakan Çetin;0
EG.PR.03;Eðitim Yönetimi Ýþleyiþ Prosedürü;;;Prosedür;10.07.2019;5;02.02.2024;Zeynep Korkmaz;Direktörlükler;Genel düzenlemeler gerçekleþtirilmiþ ve materyal talep süreci düzenlenmiþtir.;;05.09.2024;05.03.2025;6;05.09.2024;;Hakan Çetin;0
EG.TL.04;Materyal Talep Yönetimi Talimatý;;;Talimat;08.02.2019;5;02.02.2024;Zeynep Korkmaz;Direktörlükler;"OBM materyal süreci güncellenmiþ, Uygulayýcý Eðitimleri materyal talep akýþý eklenmiþtir.
7.5. Maddesi eklenmiþtir
";;05.09.2024;05.03.2025;6;05.09.2024;;Hakan Çetin;60
EG.TL.05;Eðitim Talep Yönetimi Talimatý;;;Talimat;27.03.2019;5;02.02.2024;Zeynep Korkmaz;Direktörlükler;"Genel kontrol ve güncelleme yapýlmýþtýr.
7.3. maddesi eklenmiþtir.
";;05.09.2024;05.03.2025;6;05.09.2024;;Hakan Çetin;0
EG.YN.06;Eðitim Yönetmeliði;;;Doküman;21.02.2025;0;21.02.2025;Tuba Özdemir;Eðitim Yönetimi;Yeni Doküman;;22.04.2025;22.10.2025;6;22.04.2025;;Fatih Kerem Yardým;60
ET.GR.01;ETKÝNLÝK KIDEMLÝ YETKÝLÝSÝ GÖREV TANIMI;;;Görev Tanýmý;28.05.2019;4;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
ET.GR.02;ETKÝNLÝK YÖNETÝMÝ EKÝP LÝDERÝ;;;Görev Tanýmý;28.05.2019;3;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
ET.GR.03;ETKÝNLÝK YÖNETÝMÝ MÜDÜR YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;28.05.2019;3;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
ET.GR.04;ETKÝNLÝK YÖNETÝMÝ MÜDÜRÜ GÖREV TANIMI;;;Görev Tanýmý;28.05.2019;3;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
ET.PR.01;Etkinlik Yönetimi Prosedürü;;;Prosedür;22.02.2019;5;01.07.2024;Tuðba Akalýn;Etkinlik Yönetimi;7.5 maddesi eklenmiþtir.;;09.10.2024;09.04.2025;6;09.10.2024;;Özcan Çalýþkan;60
ET.YN.01;Zümrüdüanka Ödülleri Yönetmeliði;;;Yönetmelik;30.01.2017;1;14.10.2021;Tuðba Akalýn;Etkinlik Yönetimi;"Etkinlik geçmiþ yýllarda Yeþilay Haftasý içerisinde yapýldýðý için yönetmelikte iþlerin yapýlma tarihi olarak Yeþilay Haftasý'na atýfta bulunulmuþtur. Oysa ki artýk yýl içerisinde Cumhurbaþkanlýðýnýn uygun göreceði farklý dönemlere gelen tarihlerde yapýlabilmektedir. 
Revize 1: 2. Maddesinde yer alan ‘’1-7 Mart Yeþilay Haftasý içerisinde’’ ibaresi çýkarýlmýþtýr.
Revize 2: 6. Maddesinde tarih belirtilen ibareler çýkarýlmýþtýr.
Revize 3: 8. Maddesinde yer alan ‘’1-15 Ocak tarihleri arasýnda’’ ibaresi çýkarýlmýþtýr.
Revize 4: 11. Maddesinde yer alan ‘’1-7 Mart Yeþilay Haftasý içerisinde’’ ibaresi çýkarýlmýþtýr.
";;03.06.2024;03.12.2024;6;30.12.2021;;;0
ET.YN.02;Uluslararasý Karikatür Yarýþmasý Yönetmeliði;;;Yönetmelik;22.11.2019;1;14.10.2021;Tuðba Akalýn;Etkinlik Yönetimi;Yönetim Kurulu onayý ile 6. Uluslararasý Yeþilay Karikatür Yarýþmasý ödül kategorilerine Madde 4 / f Bendine 16 yaþ altý çocuk kategorisi eklenmiþtir.;;03.06.2024;03.12.2024;6;30.12.2021;;Özcan Çalýþkan;0
FR.01-BC.PR.02;Politika Belgesi Þablonu;;;Form;01.04.2019;0;01.04.2019;Mehmet Utku Öztürk;Bilimsel Çalýþmalar Savunuculuk Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;01.04.2019;;;0
FR.01-BC.PR.03;Bilim Kurulu Proje Teklif Formu;;;Form;26.01.2017;2;15.08.2024;Nesrin Özkan;Bilimsel Çalýþmalar;Doküman içerisindeki þablonda ve ibarelerde deðiþiklik yapýlmýþtýr.;Doküman genel olarak revize edilmiþtir.;04.09.2024;04.09.2025;12;04.09.2024;;Hakan Çetin;0
FR.01-BS.TL.01;Talep Yönetim Süreci Cevap Þablonu;;;Form;29.07.2020;0;13.08.2020;Cansel Ergül;Baðýþ ve Sponsorluk Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;13.08.2020;;;0
FR.01-BS.TL.02;SMS ve Maling Cevap Þablonu;;;Form;29.07.2020;0;13.08.2020;Cansel Ergül;Baðýþ ve Sponsorluk Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;13.08.2020;;;0
FR.01-BT.PR.01;Bilgi Ýþlem Ýþ Talep Formu;;;Form;20.07.2017;0;20.07.2017;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;20.07.2017;;;0
FR.01-BT.PR.15;DEMÝRBAÞ ENVANTER LÝSTESÝ;;;Doküman;31.01.2023;0;31.01.2023;;Direktörlükler;Yeni Doküman;;03.06.2024;03.06.2025;12;31.01.2023;;Mustafa Doðru;0
FR.01-DI.PR.04;Milli Gün Kutlama Mektubu Formu;;;Form;04.04.2019;2;08.07.2024;Merve Tamer;Uluslararasý Ýþbirlikleri;Doküman genel olarak revize edilmiþtir.;;23.08.2024;23.08.2025;12;23.08.2024;;Sedef Erçetin;0
FR.01-EG.PR.01;Saha Araþtýrmasý Raporu;;;Form;06.02.2019;0;24.06.2019;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;24.06.2019;;;0
FR.01-EG.PR.03;DIÞ HÝZMET – ÜRÜN KABUL DEÐERLENDÝRME TABLOSU;;;Doküman;27.12.2021;0;27.12.2021;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;27.12.2021;;;0
FR.01-EG.TL.04;Materyal Talep Formu;;;Form;08.02.2019;0;24.06.2019;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;24.06.2019;;;0
FR.01-EG-TL.04;OBM Materyal Talep Formu;;;Doküman;31.08.2023;0;31.08.2023;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;06.09.2024;06.09.2025;12;06.09.2024;;;60
FR.01-FY.RH.01;Üyelik Formu;;;Form;29.01.2018;1;29.07.2020;Aysun Baðran;Dýþ Ýliþkiler Müdürlüðü;Uygulama dokümaný revizyonu kapsamýnda gözden geçirilmiþ ve revize edilmiþtir.;;03.06.2024;03.12.2024;6;17.08.2020;;;0
FR.01-GH.RH.02;Gençlik Kampý Katýlýmcý Taahhütnamesi;;;Form;03.08.2021;0;03.08.2021;Veysel Durak;Gençlik Hizmetleri;Yeni Doküman;;03.06.2024;03.06.2025;12;05.08.2021;;;60
FR.01-GP.PR.02;Yeþilay Üye Kartý Teslim Tutanaðý;;;Form;22.03.2019;1;27.08.2024;Tuba Özdemir;Þube Operasyonlarý;genel olarak revize edilmiþtir.;;08.09.2024;08.09.2025;12;08.09.2024;;;0
FR.01-GP.PR.03;Kurumsal Ýþ Birlikleri Süreç Þemasý;;;Form;02.04.2019;1;22.12.2021;Aylin Baykan;Þube Operasyonlarý;Doküman içerisinde buluna þablonlarýn içeriðinde deðiþiklikler olmuþtur.;;03.06.2024;03.06.2025;12;27.12.2021;;;0
FR.01-HK.TL.01;KVKK Baþvuru Formu (Ek 1);;;Form;06.04.2021;0;06.04.2021;Zehra Nur Gürel;Hukuk Müþavirliði;Yeni Doküman;;03.06.2024;03.06.2025;12;06.04.2021;;;0
FR.01-IC.PR.02;Risk Deðerlendirme Tablosu;;;Form;04.03.2019;0;04.03.2019;Recep Çýnar;Ýç Denetim;Yeni Doküman;;22.12.2023;22.12.2024;12;11.03.2019;;;60
FR.01-ID.PR.03;Gýda Þahit Numune Takip Formu;;;Form;03.01.2022;0;03.01.2022;Elif Nur Bilici;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.06.2025;12;07.01.2022;;;60
FR.01-ID.PR.06;Tatbikat/Eðitim Deðerlendirme Raporu;;;Form;01.04.2019;0;01.04.2019;Duygu Demir;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.06.2025;12;01.04.2019;;;0
FR.01-ID.PR.07;Yangýn Söndürme Tüpleri Kontrol Formu;;;Form;01.04.2019;1;03.01.2022;Elif Nur Bilici;Ýdari Ýþler;Doküman içeriðinde ve formatýnda deðiþiklikler olmuþtur.;;03.06.2024;03.06.2025;12;07.01.2022;;;0
FR.01-ID.PR.11;Ýþ Yeri Teslim Tutanaðý;;;Form;02.04.2019;0;02.04.2019;Duygu Demir;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.06.2025;12;02.04.2019;;;0
FR.01-ID.PR.13;Depo Sayým Fark Raporu;;;Form;29.07.2020;0;29.07.2020;Batur Usta;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.06.2025;12;29.07.2020;;;0
FR.01-IK;Geçici Görevlendirme Formu;;;Form;10.09.2021;3;11.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Genel Kontrol;;22.07.2024;22.07.2025;12;22.07.2024;;Cüneyt Emanet;0
FR.01-IK.PR.04;Ödeme Taahhütnamesi;;;Form;07.01.2020;0;07.01.2020;Mercan Ecevit Çimen;Ýnsan Kýymetleri;Yeni Doküman;;03.06.2024;03.06.2025;12;07.01.2020;;;0
FR.01-IK.PR.07;Liderlik Bakýþý Formu;;;Form;18.01.2021;0;18.01.2021;Büþra Çakýcý;Ýnsan Kýymetleri;Yeni Doküman;;03.06.2024;03.06.2025;12;18.01.2021;;;0
FR.01-IK.PR.08;Vekalet Bildirim Formu;;;Doküman;27.01.2023;2;22.07.2024;Ýlayda Salman;Ýnsan Kýymetleri;imza alaný güncellendi.;;22.07.2024;22.07.2025;12;22.07.2024;;Hatice Bardakçý;0
FR.01-IK.PR.11;Hediye Alma ve Verme Formu;;;Form;08.02.2018;1;11.03.2019;Mercan Ecevit Çimen;Ýnsan Kýymetleri;Form yeni formata aktarýlmýþtýr.;;03.06.2024;03.06.2025;12;11.03.2019;;;60
FR.01-IK.PR.14.;Oryantasyon Elçisi Süreç Takip Listesi;;;Form;05.04.2019;0;19.06.2019;Mehmet Uzun;Ýnsan Kýymetleri;Yeni Doküman;;03.06.2024;03.06.2025;12;19.06.2019;;;0
FR.01-IK.TL.01;Görev Tanýmý Formu;;;Form;15.04.2019;1;06.02.2020;Mehmet Uzun;Ýnsan Kýymetleri;Ýçerik güncelleme;;03.06.2024;03.06.2025;12;14.08.2020;;;0
FR.01-IK.YN.01;Savunma Geri Bildirim Formu ;;;Doküman;24.04.2020;0;24.04.2020;Elif Akþehirli;Ýnsan Kýymetleri;Yeni Doküman;;03.06.2024;03.06.2025;12;24.04.2020;;Kübra Þentürk Çetin;0
FR.01-KI.PR.01;Basýn Daveti Formu;;;Form;04.04.2019;0;04.04.2019;Nalan Karabudak;Stratejik Ýletiþim Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;04.04.2019;;;0
FR.01-KY.EK.01;Yeþilay Kurumsal Bilgi Birikimi Tablosu;;;Form;24.04.2019;0;24.04.2019;Büþra Koç Solak;Yönetim Sistemleri Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;24.04.2019;;;0
FR.01-KY.PR.01;Form, Liste, Program, Sözleþme, Plan Ve Þema Excel Þablonu;;;Form;01.07.2017;1;09.10.2018;Elif Çark Kahraman;Yönetim Sistemleri Müdürlüðü;Doküman Yönetim Prosedürü'nün ISO standartlarý kapsamýnda yapýlandýrýlmasý ile ilgili destek doküman revize edilmiþtir.;;03.06.2024;03.06.2025;12;03.11.2018;;;0
FR.01-KY.PR.03;Yeþilay Süreç Envanteri;;;Form;03.12.2018;0;03.12.2018;Büþra Koç Solak;Yönetim Sistemleri Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;03.12.2018;;;0
FR.01-KY.PR.06;Denetim Detay Planý Formu;;;Form;06.02.2019;0;06.02.2019;Büþra Koç Solak;Yönetim Sistemleri Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;12.02.2019;;;60
FR.01-KY.PR.10;Anket Planý;;;Form;15.02.2019;4;01.01.2024;Özge Özcan;Program Proje ve Yönetim Sistemleri;anket uygulama tarihleri revize edildi.;;08.09.2024;08.09.2025;12;08.09.2024;;Zahide Ökten;0
FR.01-KY.PR.11;Deðiþim Tetikleyicileri Tablosu;;;Form;28.03.2019;3;11.10.2021;Mehmet Uzun;Yönetim Sistemleri;Ýçerik gözden geçirilmiþtir.;;03.06.2024;03.06.2025;12;13.10.2021;;;0
FR.01-KY.PR.16;Kýyaslama Raporu;;;Form;18.02.2019;0;18.02.2019;Hatice Mutlu;Yönetim Sistemleri Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;18.02.2019;;;60
FR.01-KY.PR.17;Yasal Þartlar ve Diðer Gerekliliklere Uyum Tablosu;;;Form;28.03.2019;0;28.03.2019;Büþra Koç Solak;Yönetim Sistemleri Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;28.03.2019;;;0
FR.01-KY.TL.02;Kalite Kültürü Yayýlým Planý ;;;Form;02.04.2019;0;02.04.2019;Özge Özcan;Yönetim Sistemleri Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;02.04.2019;;;0
FR.01-KY.TL.03;Kalite Hedefleri Tablosu;;;Form;03.04.2019;0;03.04.2019;Hatice Mutlu;Yönetim Sistemleri Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;03.04.2019;;;0
FR.01-ML;Mali Rapor;;;Form;01.01.2017;0;01.01.2017;Duygu Arife TARIM;Finans ve Mali Ýþler Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
FR.01-ML.TL.01;Nakit Akýþ ve Banka Durum Raporu;;;Form;13.03.2019;0;13.03.2019;Pelin Yonat Yurtseven;Finans ve Mali Ýþler Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;13.03.2019;;;0
FR.01-MY.RH.03;Sosyal Medya Hesaplarý Ýçerik Yönetim Politikalarý Formu;;;Form;29.08.2023;0;29.08.2023;Þeyhmus Tamer Dinçel;Stratejik Ýletiþim;Yeni Doküman;;14.09.2023;14.09.2024;12;14.09.2023;;;60
FR.01-PY.PR.01;Deðerlendirme Komitesi Tutanaðý;;;Form;01.01.2017;1;28.02.2019;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;Süreç yönetim sistemi çalýþmasý kapsamýnda revize edilmiþtir.;;03.06.2024;03.06.2025;12;07.03.2019;;;0
FR.01-PY.PR.02;Amatör Spor Kulüpleri Bilgi Formu;;;Doküman;09.09.2019;0;09.09.2019;Engin SEVÝNÇ;Proje ve Program Geliþtirme Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;09.09.2019;;;0
FR.01-PY.PR.05;Annex B Budget;;;Form;05.07.2021;0;05.07.2021;Hatice Mutlu;Proje ve Program Geliþtirme Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;12.07.2021;;;60
